"target_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","target_id.1","ens_gene","ext_gene","significant"
"ENSMUST00000222721.2",3.45646409843228,1.28199840947244,4.36910074083448,0.00184077785568006,0.0212437412147295,-1.05620353327812,"ENSMUST00000222721.2","ENSMUSG00000021458","Aopep","Higher in 4x"
"ENSMUST00000046898.17",-4.97256845782991,-1.70262155582192,-5.57078651276535,0.000359111241165838,0.00872941712017944,-1.05947711938987,"ENSMUST00000046898.17","ENSMUSG00000040929","Rfx3","Higher in WT"
"ENSMUST00000235280.2",-5.71096521213577,4.85989165781515,-4.4313880141941,0.0016826062612307,0.0202015912105875,-1.06123850649934,"ENSMUST00000235280.2","ENSMUSG00000024659","Anxa1","Higher in WT"
"ENSMUST00000112654.8",4.96151411511352,-1.26979631027878,5.56764396170314,0.000360552839529481,0.00875195337740742,-1.0632734798279,"ENSMUST00000112654.8","ENSMUSG00000033773","Rpap2","Higher in 4x"
"ENSMUST00000166411.8",6.47887103251549,2.157136628049,4.59097251471985,0.00134007758672378,0.0177818355097117,-1.06604770785875,"ENSMUST00000166411.8","ENSMUSG00000068882","Ssb","Higher in 4x"
"ENSMUST00000166192.7",8.18236628269949,0.645444943859048,5.58825171882871,0.000351212428974391,0.00863114983147303,-1.06914690416391,"ENSMUST00000166192.7","ENSMUSG00000025607","Copg2","Higher in 4x"
"ENSMUST00000200945.4",4.73019547795702,2.36519709277358,4.35532662038528,0.00187785860987662,0.0214652796613454,-1.07195090416054,"ENSMUST00000200945.4","ENSMUSG00000040751","Lat2","Higher in 4x"
"ENSMUST00000247239.1",4.469513489924,0.613990148992444,4.95495036490959,0.000808523356437637,0.0137804528277486,-1.07757697659212,"ENSMUST00000247239.1","ENSMUSG00000085873","Ttc39aos1","Higher in 4x"
"ENSMUST00000025476.4",4.07400309531541,2.05176525166807,4.34221268456478,0.00191390475205107,0.0217036674613944,-1.07951228488156,"ENSMUST00000025476.4","ENSMUSG00000024583","Txnl1","Higher in 4x"
"ENSMUST00000204164.2",5.37956747550228,-0.137054851735363,5.4742553084819,0.000406392077486292,0.00937422816307034,-1.08023065584099,"ENSMUST00000204164.2","ENSMUSG00000030062","Rpn1","Higher in 4x"
"ENSMUST00000237853.2",6.46641370761697,-0.482498418869233,5.4973712010153,0.000394485498284743,0.00920822913849796,-1.08110644579396,"ENSMUST00000237853.2","ENSMUSG00000024349","Sting1","Higher in 4x"
"ENSMUST00000218280.2",5.0210336362263,-1.22316876678469,5.52122361761179,0.000382594837730707,0.00907278911883137,-1.08202740836971,"ENSMUST00000218280.2","ENSMUSG00000020087","Tysnd1","Higher in 4x"
"ENSMUST00000133843.8",8.48807763732819,4.38785607487907,4.46603797274463,0.00160096687323702,0.0196981396999107,-1.08306326704158,"ENSMUST00000133843.8","ENSMUSG00000110040","Gm49369","Higher in 4x"
"ENSMUST00000092973.6",5.94211868785794,1.86704838874832,4.94609452953277,0.000818337519372136,0.0138848462875562,-1.08838082617244,"ENSMUST00000092973.6","ENSMUSG00000032782","Cntrob","Higher in 4x"
"ENSMUST00000107150.8",6.84930632235985,2.5965513794629,4.69487418956203,0.00115780408880438,0.0164672846835415,-1.08961915459302,"ENSMUST00000107150.8","ENSMUSG00000008855","Hdac5","Higher in 4x"
"ENSMUST00000216914.2",5.78188688473223,-0.934955278141815,5.50600251132224,0.00039013708046919,0.00915825258865436,-1.09108640402644,"ENSMUST00000216914.2","ENSMUSG00000038412","Higd1a","Higher in 4x"
"ENSMUST00000358050.1",4.82762130203866,-1.35579974131599,5.51523743828703,0.0003855420333267,0.00908515397786468,-1.09695974915691,"ENSMUST00000358050.1",NA,NA,"Higher in 4x"
"ENSMUST00000115844.3",4.12562062907234,4.08457486172278,4.27906580681605,0.00209813144896591,0.0227996180246277,-1.09811200111938,"ENSMUST00000115844.3","ENSMUSG00000022536","Glyr1","Higher in 4x"
"ENSMUST00000232577.2",5.25734291878638,-1.09045368806402,5.46532963691612,0.000411093279927676,0.00942424378698031,-1.10338572898403,"ENSMUST00000232577.2","ENSMUSG00000012017","Scarf2","Higher in 4x"
"ENSMUST00000057261.9",3.6489834728542,0.163558355376565,4.85309792707977,0.000929512687601837,0.0148299589123641,-1.10631481117564,"ENSMUST00000057261.9","ENSMUSG00000053040","Aph1c","Higher in 4x"
"ENSMUST00000192095.6",5.10798659640539,1.56553990513545,4.56291222066793,0.00139442417055189,0.0181989095267961,-1.1069957807683,"ENSMUST00000192095.6","ENSMUSG00000033767","Tmem131l","Higher in 4x"
"ENSMUST00000025484.9",4.27891511585784,0.997608253428466,4.60138860161683,0.00132048601020655,0.0176326826236136,-1.10933303513289,"ENSMUST00000025484.9","ENSMUSG00000024588","Fech","Higher in 4x"
"ENSMUST00000020734.11",5.72774007853564,2.23209661607513,4.39071720975033,0.00178415440059515,0.0208472754904732,-1.11394925215094,"ENSMUST00000020734.11","ENSMUSG00000020454","Eif4enif1","Higher in 4x"
"ENSMUST00000105705.9",4.51633088166662,-1.52745174327531,5.51691488104223,0.000384713697949234,0.00908515397786468,-1.11510426634487,"ENSMUST00000105705.9","ENSMUSG00000029001","Fbxo44","Higher in 4x"
"ENSMUST00000198502.2",5.57437497673501,0.705685881536479,5.35027179850276,0.000477269250345671,0.0102645994205846,-1.11530583777209,"ENSMUST00000198502.2","ENSMUSG00000029344","Tpst2","Higher in 4x"
"ENSMUST00000134010.8",5.65259213648186,-0.829602689174758,5.40982259415829,0.000441684758338913,0.00982681829587674,-1.12100062049593,"ENSMUST00000134010.8","ENSMUSG00000019823","Mical1","Higher in 4x"
"ENSMUST00000231258.2",5.40426015852411,-0.791885972442867,5.36635357752569,0.000467363342666394,0.010134041277605,-1.1221353191509,"ENSMUST00000231258.2","ENSMUSG00000003234","Abcf3","Higher in 4x"
"ENSMUST00000228439.2",4.76425168057271,-1.63104928015996,5.6068605292773,0.000343003303388128,0.00850610523058935,-1.12701892717128,"ENSMUST00000228439.2","ENSMUSG00000046034","Otulin","Higher in 4x"
"ENSMUST00000131871.8",4.46682933603348,3.38634320432738,4.21377842938716,0.00230865769134837,0.0240983507683533,-1.12960272695096,"ENSMUST00000131871.8","ENSMUSG00000022884","Eif4a2","Higher in 4x"
"ENSMUST00000235206.2",3.45318998612354,1.46049720865528,4.32127231844586,0.0019730048729723,0.0220371101521641,-1.13080753559356,"ENSMUST00000235206.2","ENSMUSG00000024301","Kifc5b","Higher in 4x"
"ENSMUST00000183274.8",5.45445435155317,2.4818503988063,4.35476357182252,0.00187939125603811,0.0214734030068185,-1.13826352410186,"ENSMUST00000183274.8","ENSMUSG00000025027","Xpnpep1","Higher in 4x"
"ENSMUST00000188580.3",-5.82149592368058,-1.68122145221524,-5.55322042331838,0.000367250421574154,0.00885566198023951,-1.13934926775781,"ENSMUST00000188580.3","ENSMUSG00000030811","Fbxl19","Higher in WT"
"ENSMUST00000131820.2",4.05405830510071,2.62285930534619,4.22669269162179,0.00226529225572846,0.0238227046237673,-1.14031222444042,"ENSMUST00000131820.2","ENSMUSG00000034868","Myl12b","Higher in 4x"
"ENSMUST00000113756.8",5.26007747953905,3.66543818749132,4.23014661849871,0.00225384195136872,0.0237670756741839,-1.1410611827157,"ENSMUST00000113756.8","ENSMUSG00000026790","Odf2","Higher in 4x"
"ENSMUST00000106061.9",4.46253784734477,2.57542282073422,4.22161476834425,0.00228223914207075,0.0239400258694746,-1.14253025454037,"ENSMUST00000106061.9","ENSMUSG00000040928","S100pbp","Higher in 4x"
"ENSMUST00000176531.8",4.16064533315873,0.313963604822305,4.73993921888836,0.00108719640459113,0.0159131851398986,-1.14269104859102,"ENSMUST00000176531.8","ENSMUSG00000032041","Tirap","Higher in 4x"
"ENSMUST00000208328.2",4.09773564144623,0.971192450658616,4.47441107867876,0.00158188192663849,0.0195994275206255,-1.14445293910301,"ENSMUST00000208328.2","ENSMUSG00000048677","Tpcn2","Higher in 4x"
"ENSMUST00000154533.8",6.38630762079154,5.65264739400761,4.22542759679336,0.00226950175037668,0.0238467527891175,-1.14618096016351,"ENSMUST00000154533.8","ENSMUSG00000060126","Tpt1","Higher in 4x"
"ENSMUST00000204129.2",3.97049856069112,0.879354969702239,4.52422642707273,0.00147325927088882,0.0188111042182431,-1.14741944046355,"ENSMUST00000204129.2","ENSMUSG00000030216","Wbp11","Higher in 4x"
"ENSMUST00000099716.11",4.03487318453697,4.17519946831435,4.2440211355871,0.00220846401708687,0.0234973750882903,-1.14932550878455,"ENSMUST00000099716.11","ENSMUSG00000040549","Ckap5","Higher in 4x"
"ENSMUST00000162814.8",7.36711204103504,3.06266130477924,4.69622305343375,0.00115562059600762,0.0164538335705344,-1.15075162990422,"ENSMUST00000162814.8","ENSMUSG00000060743","H3f3a","Higher in 4x"
"ENSMUST00000121813.8",4.04503571701091,0.379166641523773,4.83110809606774,0.000958112546456427,0.0149846546935705,-1.15321761692251,"ENSMUST00000121813.8","ENSMUSG00000034211","Mrps17","Higher in 4x"
"ENSMUST00000014218.15",4.47532634630886,1.29914253713872,4.4681468510217,0.00159613695858896,0.019678822060455,-1.15395058068965,"ENSMUST00000014218.15","ENSMUSG00000014074","Rnf168","Higher in 4x"
"ENSMUST00000074541.6",4.58536450119339,0.940011905516856,4.52473810760838,0.00147218591388007,0.0188038521447771,-1.15485620522788,"ENSMUST00000074541.6","ENSMUSG00000063568","Jazf1","Higher in 4x"
"ENSMUST00000135242.8",8.12637759227117,0.926387027728417,5.44155356567546,0.000423906294087919,0.00958782040217205,-1.15592672107672,"ENSMUST00000135242.8","ENSMUSG00000019843","Fyn","Higher in 4x"
"ENSMUST00000218072.2",4.56666623689761,1.02856077012349,4.37564147408483,0.0018234446193001,0.0211091798227439,-1.15866704708469,"ENSMUST00000218072.2","ENSMUSG00000020640","Itsn2","Higher in 4x"
"ENSMUST00000024851.10",5.16790292513383,2.24084908279525,4.36672330322471,0.0018471217508073,0.0212839451787821,-1.16008258975858,"ENSMUST00000024851.10","ENSMUSG00000024056","Ndc80","Higher in 4x"
"ENSMUST00000211719.2",5.30812273688802,3.53266972674846,4.19605884306801,0.0023696051575799,0.024432309779028,-1.16713743929058,"ENSMUST00000211719.2","ENSMUSG00000037070","Rbmxl1","Higher in 4x"
"ENSMUST00000216918.2",4.49830505363344,-1.52620106648725,5.41302565421082,0.000439853992160563,0.00982235002909355,-1.16881577095878,"ENSMUST00000216918.2","ENSMUSG00000111792","Gm33858","Higher in 4x"
"ENSMUST00000048374.6",5.63183059893758,1.07989342469794,4.95533648165357,0.000808098352884738,0.0137795212721276,-1.17117659684715,"ENSMUST00000048374.6","ENSMUSG00000033031","Cip2a","Higher in 4x"
"ENSMUST00000040324.14",3.19816246998776,2.73393800886218,4.18082437898667,0.00242337636650778,0.0246761260176943,-1.17187710921839,"ENSMUST00000040324.14","ENSMUSG00000035829","Ppp1r26","Higher in 4x"
"ENSMUST00000172911.8",4.22676918282168,-1.09012432962349,5.39037932434015,0.000452976532071879,0.00996671377711057,-1.17289331409719,"ENSMUST00000172911.8","ENSMUSG00000038943","Prc1","Higher in 4x"
"ENSMUST00000191307.7",6.41410231663104,-0.351637029697313,5.31160222246752,0.000502031312358921,0.010580579968236,-1.1753799780818,"ENSMUST00000191307.7","ENSMUSG00000037503","Fam168b","Higher in 4x"
"ENSMUST00000225210.2",5.04728467201942,-1.34671557152216,5.39695443532371,0.000449123403078393,0.00993491941637204,-1.17746506267482,"ENSMUST00000225210.2","ENSMUSG00000024780","Cdc37l1","Higher in 4x"
"ENSMUST00000196483.5",7.18918493198051,-0.115900291678995,5.34049146638769,0.000483404635133337,0.0103503223498288,-1.17807130106118,"ENSMUST00000196483.5","ENSMUSG00000039753","Fbxl5","Higher in 4x"
"ENSMUST00000212377.2",6.57157657534868,-0.196380303630536,5.30709301913025,0.000505008102197978,0.010580579968236,-1.17870804612101,"ENSMUST00000212377.2","ENSMUSG00000031904","Slc7a6","Higher in 4x"
"ENSMUST00000264995.1",-3.28647974538965,-0.666284691043729,-4.74653150023799,0.00107726182737148,0.0158454895229286,-1.17960629612274,"ENSMUST00000264995.1",NA,NA,"Higher in WT"
"ENSMUST00000206343.2",5.64984282464555,-0.91166715444748,5.31493879072296,0.000499840872135048,0.0105608059792895,-1.18585317094922,"ENSMUST00000206343.2","ENSMUSG00000035596","Mboat7","Higher in 4x"
"ENSMUST00000113898.8",3.69753387632641,0.0197345045989652,4.80536054175443,0.000992808668463686,0.0152654718829404,-1.18926115881958,"ENSMUST00000113898.8","ENSMUSG00000079508","Apoo","Higher in 4x"
"ENSMUST00000028858.9",8.16012457289043,1.17522982878748,5.38972009649817,0.000453364821073992,0.00996671377711057,-1.19048244030676,"ENSMUST00000028858.9","ENSMUSG00000027379","Bub1","Higher in 4x"
"ENSMUST00000081314.11",3.77152871027669,2.55009631276873,4.1799949215924,0.00242634107890919,0.0246826482602175,-1.19065568463677,"ENSMUST00000081314.11","ENSMUSG00000030528","Blm","Higher in 4x"
"ENSMUST00000302329.1",5.00873873844918,-1.03104822900875,5.2596734339809,0.000537495239488223,0.0109521278070308,-1.19214989274171,"ENSMUST00000302329.1",NA,NA,"Higher in 4x"
"ENSMUST00000064664.10",7.76853193350616,0.752809310214294,5.35581807707674,0.000473827462717789,0.0102141937458521,-1.19407596448052,"ENSMUST00000064664.10","ENSMUSG00000052688","Rab7b","Higher in 4x"
"ENSMUST00000148048.2",6.06422959339891,-0.392417128514456,5.25237528370056,0.000542692842120957,0.0109876213408855,-1.19443877102767,"ENSMUST00000148048.2","ENSMUSG00000039768","Dnajc11","Higher in 4x"
"ENSMUST00000125919.8",4.44820799651969,1.12757424008887,4.45595957553084,0.00162426627697966,0.019801466372078,-1.19552795554214,"ENSMUST00000125919.8","ENSMUSG00000000168","Dlat","Higher in 4x"
"ENSMUST00000042096.15",3.3722813188064,3.19595824408459,4.16807062193531,0.00246939161754844,0.0249096393546447,-1.19858183558077,"ENSMUST00000042096.15","ENSMUSG00000078517","Emc1","Higher in 4x"
"ENSMUST00000223889.2",4.82933987602113,1.84957734701166,4.44506509097552,0.00164986122778596,0.0200020810368954,-1.20068159391615,"ENSMUST00000223889.2","ENSMUSG00000021811","Dnajc9","Higher in 4x"
"ENSMUST00000160260.9",3.23002315082706,2.825744617447,4.16938690918519,0.00246459969200046,0.0248982787782409,-1.20165543678031,"ENSMUST00000160260.9","ENSMUSG00000026565","Pou2f1","Higher in 4x"
"ENSMUST00000131559.2",4.76742093245439,-1.1316037576916,5.38741136567579,0.000454727521018393,0.00997270504908052,-1.20221006677325,"ENSMUST00000131559.2","ENSMUSG00000040795","Iqcc","Higher in 4x"
"ENSMUST00000291283.1",4.37474074169631,-1.49212277168562,5.320634595726,0.000496125465189759,0.0105121527239837,-1.20239688502948,"ENSMUST00000291283.1",NA,NA,"Higher in 4x"
"ENSMUST00000197625.2",3.74541027926155,0.100306252425835,4.81976066782877,0.000973240218146247,0.0150655701950524,-1.20327732108879,"ENSMUST00000197625.2","ENSMUSG00000002221","Paxip1","Higher in 4x"
"ENSMUST00000197273.2",5.5359406751174,-1.01043609180014,5.29175741655945,0.000515275826328665,0.0106926200056947,-1.2046669590765,"ENSMUST00000197273.2","ENSMUSG00000045328","Cenpe","Higher in 4x"
"ENSMUST00000233363.2",6.16113975976508,-0.920480370192369,5.34277211679185,0.000481966346160681,0.0103357474591357,-1.2073825004291,"ENSMUST00000233363.2","ENSMUSG00000036533","Cdc42ep3","Higher in 4x"
"ENSMUST00000212848.2",6.44206272725599,0.561398099007685,5.29946469589892,0.000510087582361156,0.0106383568816769,-1.20751515261543,"ENSMUST00000212848.2","ENSMUSG00000031783","Polr2c","Higher in 4x"
"ENSMUST00000152498.8",7.1631735261653,-0.475525665876645,5.33312271619294,0.000488083572153417,0.0103950346131152,-1.2082635138746,"ENSMUST00000152498.8","ENSMUSG00000029009","Mthfr","Higher in 4x"
"ENSMUST00000147458.8",5.02699130886799,0.0897116239290513,5.15413237538159,0.000618209119763478,0.0118260702925654,-1.20996860706523,"ENSMUST00000147458.8","ENSMUSG00000028669","Pithd1","Higher in 4x"
"ENSMUST00000114085.9",-3.70165066072411,-0.537960401679455,-5.01578521874191,0.00074444102162939,0.0131633304552911,-1.21043327627666,"ENSMUST00000114085.9","ENSMUSG00000031196","F8","Higher in WT"
"ENSMUST00000144913.2",5.52393774055495,-0.665153808928433,5.20451188930048,0.000578156834282365,0.0113998311251425,-1.21257169410439,"ENSMUST00000144913.2","ENSMUSG00000022680","Pdxdc1","Higher in 4x"
"ENSMUST00000126094.2",3.32843775740104,1.59916378408646,4.224410943329,0.00227289062279655,0.0238627702383547,-1.21274649303297,"ENSMUST00000126094.2","ENSMUSG00000031821","Gins2","Higher in 4x"
"ENSMUST00000033734.14",7.49283345165815,0.454146016951961,5.29636821737306,0.000512165188439667,0.0106630725479055,-1.21462621922724,"ENSMUST00000033734.14","ENSMUSG00000031367","Ap1s2","Higher in 4x"
"ENSMUST00000159091.9",5.85391363597939,1.32511398217001,4.65972294156341,0.00121629723391648,0.0169543542238502,-1.21650419129009,"ENSMUST00000159091.9","ENSMUSG00000004896","Mettl25b","Higher in 4x"
"ENSMUST00000022340.5",5.07929668163237,-1.07769056685117,5.23837346307483,0.000552817492241084,0.0111013964164916,-1.21761090628916,"ENSMUST00000022340.5","ENSMUSG00000021806","Nid2","Higher in 4x"
"ENSMUST00000093299.13",4.09206769550982,2.28706161476356,4.18328094015854,0.00241461855213911,0.0246611892586988,-1.21772960827852,"ENSMUST00000093299.13","ENSMUSG00000045671","Spred2","Higher in 4x"
"ENSMUST00000149411.8",5.13119509360602,0.581582924126536,5.09201234543955,0.000671770790133321,0.0124289287859227,-1.2180306614713,"ENSMUST00000149411.8","ENSMUSG00000017801","Mlx","Higher in 4x"
"ENSMUST00000105459.2",4.54838270678047,2.98469949250959,4.15920070812104,0.00250194230042964,0.0251186635650527,-1.21928598500022,"ENSMUST00000105459.2","ENSMUSG00000020101","Vsir","Higher in 4x"
"ENSMUST00000171338.8",5.18379605670647,1.14632628655885,4.89644389007316,0.000875792969991084,0.014380242292347,-1.22169217083186,"ENSMUST00000171338.8","ENSMUSG00000058239","Usf2","Higher in 4x"
"ENSMUST00000237430.2",3.89053365797646,1.83162971000819,4.21864913748602,0.00229219902634875,0.0239960092022406,-1.22240658535257,"ENSMUST00000237430.2","ENSMUSG00000025026","Add3","Higher in 4x"
"ENSMUST00000205535.2",3.59435267871548,1.34030530414981,4.29008010891307,0.00206468159495854,0.0226669394933904,-1.22967915564579,"ENSMUST00000205535.2","ENSMUSG00000038886","Man2a2","Higher in 4x"
"ENSMUST00000122284.9",7.059316365517,-0.167678624587794,5.24550360947143,0.000547636429736208,0.0110318942291257,-1.23012525506,"ENSMUST00000122284.9","ENSMUSG00000022897","Dyrk1a","Higher in 4x"
"ENSMUST00000113993.8",5.52446139574349,0.348319041571852,5.21572236165482,0.000569631452393519,0.0112789348211162,-1.23139565273608,"ENSMUST00000113993.8","ENSMUSG00000022957","Itsn1","Higher in 4x"
"ENSMUST00000223803.3",5.37660747669932,-0.98208083538476,5.21621264619417,0.000569261714060785,0.0112789348211162,-1.23385009798379,"ENSMUST00000223803.3","ENSMUSG00000015968","Cacna1d","Higher in 4x"
"ENSMUST00000149610.3",4.90309956482803,5.85609709116391,4.28015272030457,0.0020948049673194,0.0227977302481427,-1.2364988945371,"ENSMUST00000149610.3","ENSMUSG00000023456","Tpi1","Higher in 4x"
"ENSMUST00000136074.2",9.69503629620325,1.88054988946047,5.3573456987818,0.00047288421117056,0.0102116093122594,-1.23782673945929,"ENSMUST00000136074.2","ENSMUSG00000029622","Arpc1b","Higher in 4x"
"ENSMUST00000181742.3",4.54285431625926,-1.45291248542242,5.26160035907416,0.000536131922114332,0.0109363269879978,-1.24043904988291,"ENSMUST00000181742.3","ENSMUSG00000097848","Gm807","Higher in 4x"
"ENSMUST00000201887.4",4.39739945314228,-1.57386294302475,5.28124690871735,0.000522443322003562,0.010781225003764,-1.24729329838831,"ENSMUST00000201887.4","ENSMUSG00000013622","Atraid","Higher in 4x"
"ENSMUST00000054708.5",4.41021661600614,3.20163871201525,4.12282067027892,0.00264030781726102,0.0258113328840859,-1.25025365373518,"ENSMUST00000054708.5","ENSMUSG00000032123","Dpagt1","Higher in 4x"
"ENSMUST00000218211.2",6.42453216190331,-0.335289211683447,5.17727551479216,0.000599449715329315,0.0116651284300512,-1.2542328944185,"ENSMUST00000218211.2","ENSMUSG00000020640","Itsn2","Higher in 4x"
"ENSMUST00000098250.10",4.24708487373545,1.497327459939,4.20236594869733,0.00234771721692469,0.0242959527442799,-1.25580129658055,"ENSMUST00000098250.10","ENSMUSG00000030691","Fchsd2","Higher in 4x"
"ENSMUST00000086028.6",4.70116034258566,-0.685322029768733,5.21536191108675,0.000569903444612531,0.0112789348211162,-1.25585964447773,"ENSMUST00000086028.6","ENSMUSG00000026575","Nme7","Higher in 4x"
"ENSMUST00000106468.7",6.41908752677505,-0.304286245568397,5.17130593340848,0.000604228943383137,0.0117258168867526,-1.25639394192452,"ENSMUST00000106468.7","ENSMUSG00000044702","Palb2","Higher in 4x"
"ENSMUST00000175725.8",5.31245817153347,-1.52611960054163,5.4038723111759,0.000445107694349454,0.00986368194381186,-1.26030874406742,"ENSMUST00000175725.8","ENSMUSG00000028710","Atpaf1","Higher in 4x"
"ENSMUST00000140338.2",-3.92396426506921,2.91804982497861,-4.14505835221769,0.00255479046310922,0.0253145376194154,-1.26271268645565,"ENSMUST00000140338.2","ENSMUSG00000027342","Pcna","Higher in WT"
"ENSMUST00000123694.2",4.57753400405693,-0.575931394064934,5.1907100474032,0.000588842824473268,0.0115250262862582,-1.26315024487461,"ENSMUST00000123694.2","ENSMUSG00000034826","Nup54","Higher in 4x"
"ENSMUST00000156192.2",3.682888112923,0.721062538127607,4.39486256747327,0.00177351022056587,0.0207847648508122,-1.26552452240981,"ENSMUST00000156192.2","ENSMUSG00000000202","Btbd17","Higher in 4x"
"ENSMUST00000133618.3",4.44488680333182,2.91273667349921,4.10756824797727,0.00270072098974062,0.026073099601785,-1.27115396431714,"ENSMUST00000133618.3","ENSMUSG00000071715","Ncf4","Higher in 4x"
"ENSMUST00000218089.2",-3.49068201564741,-0.2788546050674,-4.54438147339168,0.00143160702284252,0.0184630164640907,-1.27244354720643,"ENSMUST00000218089.2","ENSMUSG00000020660","Pomc","Higher in WT"
"ENSMUST00000133998.8",6.58515438495943,-0.732847218698783,5.22015579592316,0.000566297483405403,0.0112614807402805,-1.27357358765371,"ENSMUST00000133998.8","ENSMUSG00000003199","Mpnd","Higher in 4x"
"ENSMUST00000342746.1",-4.06935381793328,0.177279026511183,-4.36816432281765,0.00184327378532989,0.0212532868649755,-1.27679497651403,"ENSMUST00000342746.1",NA,NA,"Higher in WT"
"ENSMUST00000333140.1",-4.97498980257231,3.07865185660966,-4.10975183685251,0.00269198256212024,0.0260240596672283,-1.27975720590477,"ENSMUST00000333140.1",NA,NA,"Higher in WT"
"ENSMUST00000204190.2",4.6771874230899,-1.37144017776501,5.31679419027087,0.000498627288103651,0.0105452125921648,-1.28171057440618,"ENSMUST00000204190.2","ENSMUSG00000030059","Tmf1","Higher in 4x"
"ENSMUST00000114468.9",3.68109166847855,0.985003243400649,4.30174128908123,0.00202988679835775,0.0224579239091576,-1.28243573431964,"ENSMUST00000114468.9","ENSMUSG00000029822","Osbpl3","Higher in 4x"
"ENSMUST00000169673.3",5.75409849313624,-0.796358229624028,5.12147411315811,0.000645768378072212,0.0121287753876491,-1.28909335711024,"ENSMUST00000169673.3","ENSMUSG00000024989","Cep55","Higher in 4x"
"ENSMUST00000229740.2",4.9240503924964,-0.918455098059634,5.05826857781069,0.000702948776720094,0.0127805724437013,-1.29310068225238,"ENSMUST00000229740.2","ENSMUSG00000032783","Troap","Higher in 4x"
"ENSMUST00000020647.10",4.67194737971021,1.14757991270105,4.51743222375786,0.00148759131276342,0.0189032820949414,-1.29616974363062,"ENSMUST00000020647.10","ENSMUSG00000020381","Mrnip","Higher in 4x"
"ENSMUST00000130219.2",4.39755596206976,-0.616891074609415,5.07415412083423,0.000688080836169084,0.0126115387543562,-1.2962187596041,"ENSMUST00000130219.2","ENSMUSG00000028729","Ebna1bp2","Higher in 4x"
"ENSMUST00000110231.2",4.12489927422335,-1.26063912998371,5.05433963636697,0.000706679278931546,0.0127984201936907,-1.2984699051849,"ENSMUST00000110231.2","ENSMUSG00000022422","Dscc1","Higher in 4x"
"ENSMUST00000333743.1",4.94423074899593,-1.54181000981656,5.26552518390419,0.000533366625177696,0.0109062797585852,-1.29968962390936,"ENSMUST00000333743.1",NA,NA,"Higher in 4x"
"ENSMUST00000105519.10",-5.19023678285722,-1.7647903865954,-5.20227652931608,0.000579873226456139,0.0114215686271856,-1.30025254908529,"ENSMUST00000105519.10","ENSMUSG00000039089","L3mbtl3","Higher in WT"
"ENSMUST00000021645.9",4.65467643969931,1.36204729880236,4.3425671167016,0.00191292086505899,0.021701723981029,-1.30127018057222,"ENSMUST00000021645.9","ENSMUSG00000021222","Dcaf4","Higher in 4x"
"ENSMUST00000126386.8",4.10838390535746,1.50978568767547,4.25862053202301,0.00216176576876924,0.0232196359580245,-1.30313975347306,"ENSMUST00000126386.8","ENSMUSG00000019303","Psmc3ip","Higher in 4x"
"ENSMUST00000111710.8",5.11538372529966,0.0454666379609268,5.04847489513691,0.000712287615159611,0.0128373328072626,-1.30603385644841,"ENSMUST00000111710.8","ENSMUSG00000030265","Kras","Higher in 4x"
"ENSMUST00000131203.2",4.82769511540235,3.15003252938775,4.0863538933031,0.00278720589067836,0.0264752539122976,-1.30688724265185,"ENSMUST00000131203.2","ENSMUSG00000022841","Ap2m1","Higher in 4x"
"ENSMUST00000111891.4",5.66271414151466,3.09414359292955,4.12177858634283,0.00264438927578163,0.025830872088214,-1.31194251561034,"ENSMUST00000111891.4","ENSMUSG00000030220","Arhgdib","Higher in 4x"
"ENSMUST00000133184.8",4.13873365631951,-1.10264277465245,4.99719262330455,0.000763424433373865,0.0134047819219167,-1.31352107648136,"ENSMUST00000133184.8","ENSMUSG00000029071","Dvl1","Higher in 4x"
"ENSMUST00000233054.2",5.18571151753361,1.1550551978614,4.8193340354446,0.00097381396831513,0.0150655701950524,-1.31408282938698,"ENSMUST00000233054.2","ENSMUSG00000024096","Ralbp1","Higher in 4x"
"ENSMUST00000132303.2",3.74291112825103,0.505871310787559,4.41191541477945,0.00173043214369919,0.020550331557809,-1.31587197569699,"ENSMUST00000132303.2","ENSMUSG00000037706","Cd81","Higher in 4x"
"ENSMUST00000237503.2",-3.38016526917133,4.90836135375174,-4.31906719667875,0.00197934092968843,0.0220825601112197,-1.31616648094185,"ENSMUST00000237503.2","ENSMUSG00000024587","Nars","Higher in WT"
"ENSMUST00000172696.2",8.96660789030648,1.26175139135298,5.18319184168077,0.000594753403564609,0.0115859974906886,-1.31627412545109,"ENSMUST00000172696.2","ENSMUSG00000037894","H2az1","Higher in 4x"
"ENSMUST00000030841.10",4.97624322374767,0.831902016581205,4.75850783200772,0.00105946232159476,0.015720624807189,-1.31900418910159,"ENSMUST00000030841.10","ENSMUSG00000028986","Klhl7","Higher in 4x"
"ENSMUST00000046371.13",4.97449999658312,0.570527219666996,4.85525211349273,0.000926760794523626,0.014799136859159,-1.3193689527009,"ENSMUST00000046371.13","ENSMUSG00000040563","Plppr2","Higher in 4x"
"ENSMUST00000185466.2",5.09031643289928,1.22737188683611,4.64390454626509,0.00124364813701064,0.0171402008875066,-1.32352025352194,"ENSMUST00000185466.2","ENSMUSG00000026260","Ndufa10","Higher in 4x"
