"target_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","target_id.1","ens_gene","ext_gene","significant"
"ENSMUST00000100709.7",4.46458249545507,-0.456708712980519,5.05161684444391,0.000709277081920501,0.0128107147509787,-1.32352060682011,"ENSMUST00000100709.7","ENSMUSG00000049327","Kmt5a","Higher in 4x"
"ENSMUST00000190567.2",-4.89330494854366,0.91305767382239,-4.16582785761074,0.0024775792461337,0.0249413666155023,-1.32625450412106,"ENSMUST00000190567.2","ENSMUSG00000101013","A630072M18Rik","Higher in WT"
"ENSMUST00000209696.2",7.21902855294809,0.319348303798153,5.08854336804146,0.000674906069951955,0.0124807306882219,-1.32742928973981,"ENSMUST00000209696.2","ENSMUSG00000031068","Glrx3","Higher in 4x"
"ENSMUST00000156911.2",6.76682677641303,-0.584149645712246,5.11048228902311,0.000655340186112476,0.0122467314438407,-1.32764927576701,"ENSMUST00000156911.2","ENSMUSG00000006932","Ctnnb1","Higher in 4x"
"ENSMUST00000176411.8",5.15268496896718,0.83324725040617,4.78817902753142,0.00101671232872235,0.0154088861974633,-1.32832783200345,"ENSMUST00000176411.8","ENSMUSG00000029064","Gnb1","Higher in 4x"
"ENSMUST00000072729.10",-5.38716499088046,2.25671282316988,-4.83778508934548,0.000949329624349827,0.014935182804729,-1.32840833141919,"ENSMUST00000072729.10","ENSMUSG00000024675","Ms4a4c","Higher in WT"
"ENSMUST00000124899.8",5.70353364145095,-0.927614487363221,5.07730647670968,0.000685170975950401,0.01259210206032,-1.33019479520402,"ENSMUST00000124899.8","ENSMUSG00000030509","Asb7","Higher in 4x"
"ENSMUST00000161079.2",6.87740582725678,0.0511899213347621,5.06571940650827,0.000695932507483691,0.0126991470357752,-1.33151214855664,"ENSMUST00000161079.2","ENSMUSG00000005610","Eif4g2","Higher in 4x"
"ENSMUST00000350200.1",4.92631352657396,-1.2503339533223,5.11003298392298,0.00065573469168396,0.0122479521453238,-1.33518253656514,"ENSMUST00000350200.1",NA,NA,"Higher in 4x"
"ENSMUST00000191061.2",3.95228513574826,1.63891354793784,4.15837328549699,0.00250500198391821,0.0251225010078106,-1.33764347843012,"ENSMUST00000191061.2","ENSMUSG00000041859","Mcm3","Higher in 4x"
"ENSMUST00000161641.2",6.26334845395867,-0.719299778001653,5.07452155967125,0.000687740976840741,0.0126115221908888,-1.33846464638708,"ENSMUST00000161641.2","ENSMUSG00000025854","Fam20c","Higher in 4x"
"ENSMUST00000138294.2",4.13727376336401,-0.860590955320643,4.98654069952799,0.000774534990374499,0.0134844553241536,-1.33945898798178,"ENSMUST00000138294.2","ENSMUSG00000030805","Stx4a","Higher in 4x"
"ENSMUST00000148867.8",4.92420042091235,-1.08801415829644,5.01308857385401,0.000747162492242821,0.0131877015412138,-1.34318064974375,"ENSMUST00000148867.8","ENSMUSG00000034773","Hrob","Higher in 4x"
"ENSMUST00000186634.7",4.84189148526306,0.861191697844902,4.41197568039715,0.00173028190352815,0.020550331557809,-1.3457031156795,"ENSMUST00000186634.7","ENSMUSG00000001248","Gramd1a","Higher in 4x"
"ENSMUST00000169184.2",5.22254745497504,0.12891994554273,4.74596535188884,0.00107811117075614,0.015848787961408,-1.34869641211121,"ENSMUST00000169184.2","ENSMUSG00000006998","Psmd2","Higher in 4x"
"ENSMUST00000333139.1",-4.76816585049386,4.54646365108265,-4.06310048697736,0.00288539786115941,0.0269360057059827,-1.3489504636881,"ENSMUST00000333139.1",NA,NA,"Higher in WT"
"ENSMUST00000112519.9",4.96200715639241,2.01819397992249,4.12739169051716,0.00262248385947934,0.0256978554015402,-1.34918709782659,"ENSMUST00000112519.9","ENSMUSG00000014668","Chfr","Higher in 4x"
"ENSMUST00000264980.1",4.62856252718642,-1.34086799443394,5.0471412198215,0.000713569674190404,0.0128445993553954,-1.34988585390386,"ENSMUST00000264980.1",NA,NA,"Higher in 4x"
"ENSMUST00000033958.15",4.65155829082035,-0.194471086060473,4.96776700690301,0.000794543784899365,0.0136610862314005,-1.35034054017757,"ENSMUST00000033958.15","ENSMUSG00000031553","Adam3","Higher in 4x"
"ENSMUST00000189862.7",4.49793322241179,1.13765068230932,4.32996794355824,0.00194822979638866,0.0218877020345429,-1.35141656586774,"ENSMUST00000189862.7","ENSMUSG00000026458","Ppfia4","Higher in 4x"
"ENSMUST00000085671.10",5.89755052031626,-0.410742542624067,4.98880354827429,0.000772160206145738,0.0134817745538457,-1.3516350958267,"ENSMUST00000085671.10","ENSMUSG00000055991","Zkscan5","Higher in 4x"
"ENSMUST00000363771.1",-4.64555870663091,1.89025590803036,-4.04893217355356,0.00294702403208725,0.0271881783193331,-1.35349459331765,"ENSMUST00000363771.1",NA,NA,"Higher in WT"
"ENSMUST00000172247.8",5.54949878765798,-1.13570588924573,5.08347107137667,0.000679518909899316,0.0125162673666455,-1.35353700674164,"ENSMUST00000172247.8","ENSMUSG00000004032","Gstm5","Higher in 4x"
"ENSMUST00000125136.3",4.24421828274144,0.607509823294786,4.42603430509281,0.0016956126793307,0.0203249552061396,-1.35717897622614,"ENSMUST00000125136.3","ENSMUSG00000005566","Trim28","Higher in 4x"
"ENSMUST00000152357.8",4.49922801377056,-1.24719206598525,4.98392149601245,0.000777293595409718,0.0134954562783058,-1.36078472893236,"ENSMUST00000152357.8","ENSMUSG00000037652","Phc3","Higher in 4x"
"ENSMUST00000026858.11",3.99203351145171,2.02032375008924,4.10973623174885,0.00269204490479833,0.0260240596672283,-1.36080006218032,"ENSMUST00000026858.11","ENSMUSG00000025758","Plk4","Higher in 4x"
"ENSMUST00000190348.2",4.81175656115904,-0.154964516160697,4.96986871621243,0.00079227635012663,0.01364101164237,-1.36449176389046,"ENSMUST00000190348.2","ENSMUSG00000025958","Creb1","Higher in 4x"
"ENSMUST00000154650.8",3.51805992222932,0.421373824878651,4.38062646481981,0.0018103513749782,0.0210492948777544,-1.36669313643571,"ENSMUST00000154650.8","ENSMUSG00000013523","Bcas1","Higher in 4x"
"ENSMUST00000031221.12",6.55863581452696,0.0226250770151862,4.98730276525045,0.0007737343494225,0.0134844553241536,-1.36923179482995,"ENSMUST00000031221.12","ENSMUSG00000029283","Cdc7","Higher in 4x"
"ENSMUST00000139211.5",4.91142275817016,-1.12935915974268,4.9801964395245,0.0007812351745744,0.0135323171044645,-1.36992088917622,"ENSMUST00000139211.5","ENSMUSG00000025337","Sbds","Higher in 4x"
"ENSMUST00000233839.2",4.14293432875758,-0.26576886753901,4.83303041292277,0.000955574998415872,0.0149684716551376,-1.37158175601851,"ENSMUST00000233839.2","ENSMUSG00000024054","Smchd1","Higher in 4x"
"ENSMUST00000142899.2",4.37636942350889,-0.606001796730157,4.95337923186149,0.000810255208917991,0.0138036472336134,-1.3722731717796,"ENSMUST00000142899.2","ENSMUSG00000039345","Mettl22","Higher in 4x"
"ENSMUST00000102602.8",4.41297148472694,3.89813619512545,4.0479759783975,0.00295123316058505,0.0272202608343798,-1.37441766236159,"ENSMUST00000102602.8","ENSMUSG00000049299","Trappc1","Higher in 4x"
"ENSMUST00000072699.13",8.01509182757527,0.993949949882682,5.05881643598884,0.000702430279936604,0.0127801092545727,-1.37468986714161,"ENSMUST00000072699.13","ENSMUSG00000015217","Hmgb3","Higher in 4x"
"ENSMUST00000217698.2",4.94619532722541,-1.65840014928269,5.19705677064088,0.000583902635246892,0.0114547616954951,-1.37580961359965,"ENSMUST00000217698.2","ENSMUSG00000035798","Zdhhc17","Higher in 4x"
"ENSMUST00000145741.8",4.20268555534369,1.06097245884161,4.2825232828073,0.00208756941073933,0.0227777698138939,-1.37957966543717,"ENSMUST00000145741.8","ENSMUSG00000004319","Clcn3","Higher in 4x"
"ENSMUST00000215907.2",3.51416806285264,0.392267596708353,4.35902739275925,0.00186781811130921,0.0214278860298873,-1.38039628305873,"ENSMUST00000215907.2","ENSMUSG00000058173","Smco4","Higher in 4x"
"ENSMUST00000125290.8",4.22661006246615,1.47633683900347,4.23805151803484,0.00222786762909117,0.023642975149913,-1.38069522471049,"ENSMUST00000125290.8","ENSMUSG00000046295","Ankle1","Higher in 4x"
"ENSMUST00000128532.2",4.28971082476984,-1.45092365136379,4.9861571424718,0.000774938300771839,0.0134844553241536,-1.38372435193767,"ENSMUST00000128532.2","ENSMUSG00000044783","Hjurp","Higher in 4x"
"ENSMUST00000185987.2",5.60421070858746,-0.954388982352624,4.98437948672867,0.000776810465800331,0.0134933646129939,-1.38717814025337,"ENSMUST00000185987.2","ENSMUSG00000021901","Bap1","Higher in 4x"
"ENSMUST00000206907.2",4.82138863872081,-1.19033160139387,4.95891445969746,0.000804171463502147,0.0137461066644891,-1.39084631336243,"ENSMUST00000206907.2","ENSMUSG00000042390","Gatad2b","Higher in 4x"
"ENSMUST00000149454.2",5.93135743386852,0.145200179510307,4.9614110613604,0.000801443589412112,0.01372264686206,-1.39154243729488,"ENSMUST00000149454.2","ENSMUSG00000039536","Stau1","Higher in 4x"
"ENSMUST00000146541.2",3.70714502105451,1.72847601233877,4.07611427589827,0.0028299995685067,0.0266841849836363,-1.39225140016451,"ENSMUST00000146541.2","ENSMUSG00000025153","Fasn","Higher in 4x"
"ENSMUST00000323448.1",-5.1134323602086,1.33350046114425,-4.0616415709356,0.00289167979888615,0.0269498105982576,-1.39331131126309,"ENSMUST00000323448.1",NA,NA,"Higher in WT"
"ENSMUST00000154158.8",4.52708370992787,-1.51092388176969,5.02140430067169,0.000738804503131417,0.0130975134040584,-1.39336967374881,"ENSMUST00000154158.8","ENSMUSG00000008226","Scrn3","Higher in 4x"
"ENSMUST00000193269.2",4.82928926245274,-1.73626412279877,5.18897073984198,0.000590204547162474,0.0115334771986734,-1.39896490536503,"ENSMUST00000193269.2","ENSMUSG00000049305","Ccdc71","Higher in 4x"
"ENSMUST00000218400.2",4.84508211619507,-0.143895399689223,4.8937704997039,0.000879007507098105,0.0144075913288983,-1.39943999352912,"ENSMUST00000218400.2","ENSMUSG00000020212","Mdm1","Higher in 4x"
"ENSMUST00000107042.9",8.41253480454105,1.10072014989933,5.02748314294622,0.000732758598783123,0.0130323848876308,-1.40048978800732,"ENSMUST00000107042.9","ENSMUSG00000029461","Fam168a","Higher in 4x"
"ENSMUST00000194636.2",5.39832983052706,0.454774358205845,4.90889988443174,0.000860981691089728,0.0142737230640959,-1.40780336810257,"ENSMUST00000194636.2","ENSMUSG00000039748","Exo1","Higher in 4x"
"ENSMUST00000144930.2",-6.6211003670258,-0.322146061595377,-4.9833281195952,0.00077792002387885,0.0135000328024535,-1.40821580836698,"ENSMUST00000144930.2","ENSMUSG00000066442","Mthfs","Higher in WT"
"ENSMUST00000195657.6",-4.6743244089998,1.2916527260528,-4.0957741652755,0.00274844394381172,0.0262950254094632,-1.40825987927217,"ENSMUST00000195657.6","ENSMUSG00000050144","Slc25a44","Higher in WT"
"ENSMUST00000176797.8",7.06949673834087,3.10905090516417,4.29653124345506,0.0020453546000626,0.0225352409252381,-1.4091054249498,"ENSMUST00000176797.8","ENSMUSG00000021546","Hnrnpk","Higher in 4x"
"ENSMUST00000018586.6",6.40490051174027,-0.29881191266173,4.92294123630167,0.000844608165568799,0.0141110624231335,-1.40972379236528,"ENSMUST00000018586.6","ENSMUSG00000018442","Derl2","Higher in 4x"
"ENSMUST00000228810.2",4.69798324855314,-0.106620449285916,4.86737864234158,0.000911432387082756,0.0146595403430224,-1.41386017305939,"ENSMUST00000228810.2","ENSMUSG00000037572","Wdhd1","Higher in 4x"
"ENSMUST00000177376.8",10.0290873227064,1.95104386749674,5.04610275405049,0.000714569673318035,0.0128503064031575,-1.41726102476224,"ENSMUST00000177376.8","ENSMUSG00000025613","Cct8","Higher in 4x"
"ENSMUST00000111472.6",5.97991510524515,2.97881476102558,4.17460174626733,0.0024457122896235,0.0248077018391728,-1.41929689720326,"ENSMUST00000111472.6","ENSMUSG00000029394","Cdk2ap1","Higher in 4x"
"ENSMUST00000028106.11",4.20653262679807,-1.38328555375846,4.89956854329803,0.000872051867104268,0.0143695455355839,-1.4198445767425,"ENSMUST00000028106.11","ENSMUSG00000026768","Itga8","Higher in 4x"
"ENSMUST00000145547.8",4.44872852115248,-1.65834373744742,5.0298640769547,0.000730405132030527,0.0130216584551431,-1.42248714018175,"ENSMUST00000145547.8","ENSMUSG00000047909","Ankrd16","Higher in 4x"
"ENSMUST00000153173.8",-3.95629092906383,-0.431461880571559,-4.42167004336863,0.00170629490920968,0.0204135416999886,-1.4234938060871,"ENSMUST00000153173.8","ENSMUSG00000030869","Ndufab1","Higher in WT"
"ENSMUST00000138746.8",5.95518876836087,-0.524529619638715,4.88695600746857,0.000887259014425967,0.0144598094291301,-1.42415420396427,"ENSMUST00000138746.8","ENSMUSG00000038644","Pold1","Higher in 4x"
"ENSMUST00000103064.10",3.61786396207503,1.52285360484637,4.07180105240313,0.00284823414506067,0.026741836715213,-1.42434738341048,"ENSMUST00000103064.10","ENSMUSG00000040430","Pitpnc1","Higher in 4x"
"ENSMUST00000092425.11",-5.18048250600209,6.55542863787259,-4.36444591342329,0.0018532206024625,0.0213095009261443,-1.42489911498303,"ENSMUST00000092425.11","ENSMUSG00000017404","Rpl19","Higher in WT"
"ENSMUST00000153314.8",4.7386721919535,-1.36129867632522,4.9885754915166,0.00077239918792506,0.0134817745538457,-1.42586859918699,"ENSMUST00000153314.8","ENSMUSG00000058135","Gstm1","Higher in 4x"
"ENSMUST00000100309.3",3.97988859113389,2.12932427818571,4.00796887589741,0.00313319454463999,0.0280704958878931,-1.42819240767351,"ENSMUST00000100309.3","ENSMUSG00000075470","Alg10b","Higher in 4x"
"ENSMUST00000107352.2",5.81982247128647,0.993967543458837,4.56439417435867,0.00139149560405863,0.0181980235290719,-1.42919162074576,"ENSMUST00000107352.2","ENSMUSG00000001018","Snapin","Higher in 4x"
"ENSMUST00000097843.9",3.89215823422038,1.95506972743903,4.01502010244758,0.00310027848118212,0.0279197127307759,-1.43118376594086,"ENSMUST00000097843.9","ENSMUSG00000062585","Cnr2","Higher in 4x"
"ENSMUST00000206725.2",5.13220228882284,-1.29983659920231,4.95880480079714,0.000804291509893103,0.0137461066644891,-1.4317137292889,"ENSMUST00000206725.2","ENSMUSG00000063801","Ap3s2","Higher in 4x"
"ENSMUST00000220477.2",4.93203438027889,-1.16411341507227,4.88755168180393,0.000886534409305025,0.0144545511687169,-1.43412971710091,"ENSMUST00000220477.2","ENSMUSG00000112980","D430020J02Rik","Higher in 4x"
"ENSMUST00000197491.5",5.84823816883112,0.494193771437384,4.89708716746018,0.000875021372209302,0.014380242292347,-1.43448870556294,"ENSMUST00000197491.5","ENSMUSG00000025745","Hadha","Higher in 4x"
"ENSMUST00000115995.4",4.75636886060597,-0.653145583281742,4.86660282494278,0.000912404831541504,0.0146595403430224,-1.43498181818003,"ENSMUST00000115995.4","ENSMUSG00000024664","Fads3","Higher in 4x"
"ENSMUST00000204701.3",5.79385304532146,1.74860356741622,4.40667704281923,0.0017435447089571,0.0205943072971958,-1.43696858500867,"ENSMUST00000204701.3","ENSMUSG00000026753","Ppp6c","Higher in 4x"
"ENSMUST00000209517.3",-3.28108034839667,1.44725614212834,-4.10852987067154,0.00269686899239103,0.0260426692447166,-1.43736324574541,"ENSMUST00000209517.3",NA,NA,"Higher in WT"
"ENSMUST00000036176.16",4.25640542299817,1.89944740509982,4.0036066840656,0.00315374347070839,0.0281446604308908,-1.43935954776803,"ENSMUST00000036176.16","ENSMUSG00000033697","Arhgap39","Higher in 4x"
"ENSMUST00000200069.5",3.92838404162332,1.5737294317007,4.06173469095616,0.00289127839990668,0.0269498105982576,-1.44112246134546,"ENSMUST00000200069.5","ENSMUSG00000027852","Nras","Higher in 4x"
"ENSMUST00000145363.8",5.32698981014766,0.16394146982643,4.86557724176709,0.000913692058685226,0.0146723092047912,-1.44387329740361,"ENSMUST00000145363.8","ENSMUSG00000029516","Cit","Higher in 4x"
"ENSMUST00000211601.2",7.18677194859085,0.171608460538821,4.894741798896,0.000877838130308708,0.0143973897770001,-1.44527227722733,"ENSMUST00000211601.2","ENSMUSG00000031691","Tnpo2","Higher in 4x"
"ENSMUST00000197376.5",4.64239867526405,-0.693676652977708,4.88845088414303,0.00088544178607475,0.0144434438343794,-1.44986482135415,"ENSMUST00000197376.5","ENSMUSG00000037364","Srrt","Higher in 4x"
"ENSMUST00000142692.2",-3.53737225154957,-0.374625366844144,-4.2897968980677,0.00206553452357603,0.0226669394933904,-1.45064860088046,"ENSMUST00000142692.2","ENSMUSG00000027243","Harbi1","Higher in WT"
"ENSMUST00000133777.2",4.71508010058927,-0.614509342353914,4.8311630864352,0.000958039855916422,0.0149846546935705,-1.45120093768674,"ENSMUST00000133777.2","ENSMUSG00000047250","Ptgs1","Higher in 4x"
"ENSMUST00000149131.2",5.4872827021333,-1.08368765466925,4.8980128015763,0.000873912378126415,0.014380242292347,-1.45223493180873,"ENSMUST00000149131.2","ENSMUSG00000038871","Bpgm","Higher in 4x"
"ENSMUST00000132800.2",6.26259321168097,-0.691145860829022,4.88511026629548,0.000889508310725617,0.0144622237547746,-1.45585886225347,"ENSMUST00000132800.2","ENSMUSG00000032322","Pstpip1","Higher in 4x"
"ENSMUST00000127316.8",6.06605085493746,-0.495651285531177,4.83898851318008,0.000947755877341241,0.014935182804729,-1.45700224351818,"ENSMUST00000127316.8","ENSMUSG00000055371","Stam2","Higher in 4x"
"ENSMUST00000095214.10",4.98677129200631,1.24191982710312,4.13784077175319,0.00258221859642565,0.0254980380353528,-1.45753266570677,"ENSMUST00000095214.10","ENSMUSG00000036810","Cnep1r1","Higher in 4x"
"ENSMUST00000007280.9",-6.63352081270217,-1.21566704593314,-6.25773011779764,0.000154414669997392,0.00543034652797067,-1.45941138121641,"ENSMUST00000007280.9","ENSMUSG00000053797","Krt16","Higher in WT"
"ENSMUST00000076921.7",5.67932851406742,-0.490214290933511,4.87114760041093,0.000906724059831264,0.0146235292995847,-1.46096521627511,"ENSMUST00000076921.7","ENSMUSG00000057594","Arl16","Higher in 4x"
"ENSMUST00000154269.7",5.02311456700468,-0.279434516857169,4.84964952797536,0.000933936219340343,0.0148373035495287,-1.46180725605855,"ENSMUST00000154269.7","ENSMUSG00000026730","Pter","Higher in 4x"
"ENSMUST00000206414.2",4.15517825427098,-0.0568921287066606,4.72291212228616,0.00111331484987149,0.0161054065393346,-1.46241888415331,"ENSMUST00000206414.2","ENSMUSG00000049580","Tsku","Higher in 4x"
"ENSMUST00000117675.8",4.53100861749561,-0.227495419120524,4.79250903640508,0.00101063043828515,0.0153626540659464,-1.46417192813207,"ENSMUST00000117675.8","ENSMUSG00000038271","Iffo1","Higher in 4x"
"ENSMUST00000113536.8",-4.98720172474773,1.58434891017238,-4.05374888985552,0.00292591785722286,0.0270605582186654,-1.4647211820204,"ENSMUST00000113536.8","ENSMUSG00000029227","Fip1l1","Higher in WT"
"ENSMUST00000134372.2",4.1892502818912,-0.677250886496759,4.79800821777483,0.00100296269635468,0.015331648744153,-1.46595234538998,"ENSMUST00000134372.2","ENSMUSG00000029177","Cenpa","Higher in 4x"
"ENSMUST00000112237.2",4.24536871343888,1.68855137321276,4.07773267673624,0.0028231896802775,0.0266469859041312,-1.46658142823702,"ENSMUST00000112237.2","ENSMUSG00000026457","Adipor1","Higher in 4x"
"ENSMUST00000152037.3",5.69447803826991,0.605568527957066,4.76887896215388,0.00104430391012025,0.0156229541329788,-1.4675254465746,"ENSMUST00000152037.3","ENSMUSG00000052997","Uba2","Higher in 4x"
"ENSMUST00000209397.2",5.44747080658126,-1.15485476136407,4.8904846763709,0.000882975866121476,0.0144408277146293,-1.4692384023445,"ENSMUST00000209397.2","ENSMUSG00000058886","Deaf1","Higher in 4x"
"ENSMUST00000173328.8",4.51662518323519,2.24777273972446,4.00612527831788,0.00314186176018749,0.0280940280007921,-1.47120202068092,"ENSMUST00000173328.8","ENSMUSG00000034673","Pbx2","Higher in 4x"
"ENSMUST00000211067.2",4.11329243516445,0.0869940247133682,4.69194637009228,0.00116255880586856,0.0165096662175387,-1.47132134439958,"ENSMUST00000211067.2","ENSMUSG00000003863","Ppfia3","Higher in 4x"
"ENSMUST00000160529.2",5.68870955320013,1.1016842226649,4.62277551898179,0.00128121613694452,0.0173619663426854,-1.47252749228212,"ENSMUST00000160529.2","ENSMUSG00000027774","Gfm1","Higher in 4x"
